Chr	Position	ModStatus	Status
25s	1359	Unm	Unm
25s	1360	Unm	Unm
25s	1361	Unm	Unm
25s	1362	Unm	Unm
25s	1363	Unm	Unm
25s	1364	Unm	Unm
25s	1365	Unm	Unm
25s	1366	Unm	Unm
25s	1367	Unm	Unm
25s	1368	Unm	Unm
25s	1369	Unm	Unm
25s	1370	Unm	Unm
25s	1371	Unm	Unm
25s	1372	Unm	Unm
25s	1373	Unm	Unm
25s	1374	Unm	Unm
25s	1375	Unm	Unm
25s	1376	Unm	Unm
25s	1377	Unm	Unm
25s	1378	Unm	Unm
25s	1379	Unm	Unm
25s	1380	Unm	Unm
25s	1381	Unm	Unm
25s	1382	Unm	Unm
25s	1383	Unm	Unm
25s	1384	Unm	Unm
25s	1385	Unm	Unm
25s	1386	Unm	Unm
25s	1387	Unm	Unm
25s	1388	Unm	Unm
25s	1389	Unm	Unm
25s	1390	Unm	Unm
25s	1391	Unm	Unm
25s	1392	Unm	Unm
25s	1393	Unm	Unm
25s	1394	Unm	Unm
25s	1395	Unm	Unm
25s	1396	Unm	Unm
25s	1397	Unm	Unm
25s	1398	Unm	Unm
25s	1399	Unm	Unm
25s	1400	Unm	Unm
25s	1401	Unm	Unm
25s	1402	Unm	Unm
25s	1403	Unm	Unm
25s	1404	Unm	Unm
25s	1405	Unm	Unm
25s	1406	Unm	Unm
25s	1407	Unm	Unm
25s	1408	Unm	Unm
25s	1409	Unm	Unm
25s	1410	Unm	Unm
25s	1411	Unm	Unm
25s	1412	Unm	Unm
25s	1413	Unm	Unm
25s	1414	Unm	Unm
25s	1415	Unm	Unm
25s	1416	Unm	Unm
25s	1417	Unm	Unm
25s	1418	Unm	Unm
25s	1419	Unm	Unm
25s	1420	Unm	Unm
25s	1421	Unm	Unm
25s	1422	Unm	Unm
25s	1423	Unm	Unm
25s	1424	Unm	Unm
25s	1425	Unm	Unm
25s	1426	Unm	Unm
25s	1427	Unm	Unm
25s	1428	Unm	Unm
25s	1429	Unm	Unm
25s	1430	Unm	Unm
25s	1431	Unm	Unm
25s	1432	Unm	Unm
25s	1433	Unm	Unm
25s	1434	Unm	Unm
25s	1435	Unm	NA
25s	1436	Unm	NA
25s	1437	Cm	Cm
25s	1438	Unm	NA
25s	1439	Unm	NA
25s	1440	Unm	Unm
25s	1441	Unm	Unm
25s	1442	Unm	Unm
25s	1443	Unm	Unm
25s	1444	Unm	Unm
25s	1445	Unm	Unm
25s	1446	Unm	Unm
25s	1447	Unm	NA
25s	1448	Unm	NA
25s	1449	Am	NA
25s	1450	Gm	NA
25s	1451	Unm	NA
25s	1452	Unm	NA
25s	1453	Unm	Unm
25s	1454	Unm	Unm
25s	1455	Unm	Unm
25s	1456	Unm	Unm
25s	1457	Unm	Unm
25s	1458	Unm	Unm
25s	1459	Unm	Unm
25s	1460	Unm	Unm
25s	1461	Unm	Unm
25s	1462	Unm	Unm
25s	1463	Unm	Unm
25s	1464	Unm	Unm
25s	1465	Unm	Unm
25s	1466	Unm	Unm
25s	1467	Unm	Unm
25s	1468	Unm	Unm
25s	1469	Unm	Unm
25s	1470	Unm	Unm
25s	1471	Unm	Unm
25s	1472	Unm	Unm
25s	1473	Unm	Unm
25s	1474	Unm	Unm
25s	1475	Unm	Unm
25s	1476	Unm	Unm
25s	1477	Unm	Unm
25s	1478	Unm	Unm
25s	1479	Unm	Unm
25s	1480	Unm	Unm
25s	1481	Unm	Unm
25s	1482	Unm	Unm
25s	1483	Unm	Unm
25s	1484	Unm	Unm
25s	1485	Unm	Unm
25s	1486	Unm	Unm
25s	1487	Unm	Unm
25s	1488	Unm	Unm
25s	1489	Unm	Unm
25s	1490	Unm	Unm
25s	1491	Unm	Unm
25s	1492	Unm	Unm
25s	1493	Unm	Unm
25s	1494	Unm	Unm
25s	1495	Unm	Unm
25s	1496	Unm	Unm
25s	1497	Unm	Unm
25s	1498	Unm	Unm
25s	1499	Unm	Unm
25s	1500	Unm	Unm
25s	1501	Unm	Unm
25s	1502	Unm	Unm
25s	1503	Unm	Unm
25s	1504	Unm	Unm
25s	1505	Unm	Unm
25s	1506	Unm	Unm
25s	1507	Unm	Unm
25s	1508	Unm	Unm
25s	1509	Unm	Unm
25s	1510	Unm	Unm
25s	1511	Unm	Unm
25s	1512	Unm	Unm
25s	1513	Unm	Unm
25s	1514	Unm	Unm
25s	1515	Unm	Unm
25s	1516	Unm	Unm
25s	1517	Unm	Unm
25s	1518	Unm	Unm
25s	1519	Unm	Unm
25s	1520	Unm	Unm
25s	1521	Unm	Unm
25s	1522	Unm	Unm
25s	1523	Unm	Unm
25s	1524	Unm	Unm
25s	1525	Unm	Unm
25s	1526	Unm	Unm
25s	1527	Unm	Unm
25s	1528	Unm	Unm
25s	1529	Unm	Unm
25s	1530	Unm	Unm
25s	1531	Unm	Unm
25s	1532	Unm	Unm
25s	1533	Unm	Unm
25s	1534	Unm	Unm
25s	1535	Unm	Unm
25s	1536	Unm	Unm
25s	1537	Unm	Unm
25s	1538	Unm	Unm
25s	1539	Unm	Unm
25s	1540	Unm	Unm
25s	1541	Unm	Unm
25s	1542	Unm	Unm
25s	1543	Unm	Unm
25s	1544	Unm	Unm
25s	1545	Unm	Unm
25s	1546	Unm	Unm
25s	1547	Unm	Unm
25s	1548	Unm	Unm
25s	1549	Unm	Unm
25s	1550	Unm	Unm
25s	1551	Unm	Unm
25s	1552	Unm	Unm
25s	1553	Unm	Unm
25s	1554	Unm	Unm
25s	1555	Unm	Unm
25s	1556	Unm	Unm
25s	1557	Unm	Unm
25s	1558	Unm	Unm
25s	1559	Unm	Unm
25s	1560	Unm	Unm
25s	1561	Unm	Unm
25s	1562	Unm	Unm
25s	1563	Unm	Unm
25s	1564	Unm	Unm
25s	1565	Unm	Unm
25s	1566	Unm	Unm
25s	1567	Unm	Unm
25s	1568	Unm	Unm
25s	1569	Unm	Unm
25s	1570	Unm	Unm
25s	1571	Unm	Unm
25s	1572	Unm	Unm
25s	1573	Unm	Unm
25s	1574	Unm	Unm
25s	1575	Unm	Unm
25s	1576	Unm	Unm
25s	1577	Unm	Unm
25s	1578	Unm	Unm
25s	1579	Unm	Unm
25s	1580	Unm	Unm
25s	1581	Unm	Unm
25s	1582	Unm	Unm
25s	1583	Unm	Unm
25s	1584	Unm	Unm
25s	1585	Unm	Unm
25s	1586	Unm	Unm
25s	1587	Unm	Unm
25s	1588	Unm	Unm
25s	1589	Unm	Unm
25s	1590	Unm	Unm
25s	1591	Unm	Unm
25s	1592	Unm	Unm
25s	1593	Unm	Unm
25s	1594	Unm	Unm
25s	1595	Unm	Unm
25s	1596	Unm	Unm
25s	1597	Unm	Unm
25s	1598	Unm	Unm
25s	1599	Unm	Unm
25s	1600	Unm	Unm
25s	1601	Unm	Unm
25s	1602	Unm	Unm
25s	1603	Unm	Unm
25s	1604	Unm	Unm
25s	1605	Unm	Unm
25s	1606	Unm	Unm
25s	1607	Unm	Unm
25s	1608	Unm	Unm
25s	1609	Unm	Unm
25s	1610	Unm	Unm
25s	1611	Unm	Unm
25s	1612	Unm	Unm
25s	1613	Unm	Unm
25s	1614	Unm	Unm
25s	1615	Unm	Unm
25s	1616	Unm	Unm
25s	1617	Unm	Unm
25s	1618	Unm	Unm
25s	1619	Unm	Unm
25s	1620	Unm	Unm
25s	1621	Unm	Unm
25s	1622	Unm	Unm
25s	1623	Unm	Unm
25s	1624	Unm	Unm
25s	1625	Unm	Unm
25s	1626	Unm	Unm
25s	1627	Unm	Unm
25s	1628	Unm	Unm
25s	1629	Unm	Unm
25s	1630	Unm	Unm
25s	1631	Unm	Unm
25s	1632	Unm	Unm
25s	1633	Unm	Unm
25s	1634	Unm	Unm
25s	1635	Unm	Unm
25s	1636	Unm	Unm
25s	1637	Unm	Unm
25s	1638	Unm	Unm
25s	1639	Unm	Unm
25s	1640	Unm	Unm
25s	1641	Unm	Unm
25s	1642	Unm	Unm
25s	1643	Unm	Unm
25s	1644	Unm	Unm
25s	1645	Unm	Unm
25s	1646	Unm	Unm
25s	1647	Unm	Unm
25s	1648	Unm	Unm
25s	1649	Unm	Unm
25s	1650	Unm	Unm
25s	1651	Unm	Unm
25s	1652	Unm	Unm
25s	1653	Unm	Unm
25s	1654	Unm	Unm
25s	1655	Unm	Unm
25s	1656	Unm	Unm
25s	1657	Unm	Unm
25s	1658	Unm	Unm
25s	1659	Unm	Unm
25s	1660	Unm	Unm
25s	1661	Unm	Unm
25s	1662	Unm	Unm
25s	1663	Unm	Unm
25s	1664	Unm	Unm
25s	1665	Unm	Unm
25s	1666	Unm	Unm
25s	1667	Unm	Unm
25s	1668	Unm	Unm
25s	1669	Unm	Unm
25s	1670	Unm	Unm
25s	1671	Unm	Unm
25s	1672	Unm	Unm
25s	1673	Unm	Unm
25s	1674	Unm	Unm
25s	1675	Unm	Unm
25s	1676	Unm	Unm
25s	1677	Unm	Unm
25s	1678	Unm	Unm
25s	1679	Unm	Unm
25s	1680	Unm	Unm
25s	1681	Unm	Unm
25s	1682	Unm	Unm
25s	1683	Unm	Unm
25s	1684	Unm	Unm
25s	1685	Unm	Unm
25s	1686	Unm	Unm
25s	1687	Unm	Unm
25s	1688	Unm	Unm
25s	1689	Unm	Unm
25s	1690	Unm	Unm
25s	1691	Unm	Unm
25s	1692	Unm	Unm
25s	1693	Unm	Unm
25s	1694	Unm	Unm
25s	1695	Unm	Unm
25s	1696	Unm	Unm
25s	1697	Unm	Unm
25s	1698	Unm	Unm
25s	1699	Unm	Unm
25s	1700	Unm	Unm
25s	1701	Unm	Unm
25s	1702	Unm	Unm
25s	1703	Unm	Unm
25s	1704	Unm	Unm
25s	1705	Unm	Unm
25s	1706	Unm	Unm
25s	1707	Unm	Unm
25s	1708	Unm	Unm
25s	1709	Unm	Unm
25s	1710	Unm	Unm
25s	1711	Unm	Unm
25s	1712	Unm	Unm
25s	1713	Unm	Unm
25s	1714	Unm	Unm
25s	1715	Unm	Unm
25s	1716	Unm	Unm
25s	1717	Unm	Unm
25s	1718	Unm	Unm
25s	1719	Unm	Unm
25s	1720	Unm	Unm
25s	1721	Unm	Unm
25s	1722	Unm	Unm
25s	1723	Unm	Unm
25s	1724	Unm	Unm
25s	1725	Unm	Unm
25s	1726	Unm	Unm
25s	1727	Unm	Unm
25s	1728	Unm	Unm
25s	1729	Unm	Unm
25s	1730	Unm	Unm
25s	1731	Unm	Unm
25s	1732	Unm	Unm
25s	1733	Unm	Unm
25s	1734	Unm	Unm
25s	1735	Unm	Unm
25s	1736	Unm	Unm
25s	1737	Unm	Unm
25s	1738	Unm	Unm
25s	1739	Unm	Unm
25s	1740	Unm	Unm
25s	1741	Unm	Unm
25s	1742	Unm	Unm
25s	1743	Unm	Unm
25s	1744	Unm	Unm
25s	1745	Unm	Unm
25s	1746	Unm	Unm
25s	1747	Unm	Unm
25s	1748	Unm	Unm
25s	1749	Unm	Unm
25s	1750	Unm	Unm
25s	1751	Unm	Unm
25s	1752	Unm	Unm
25s	1753	Unm	Unm
25s	1754	Unm	Unm
25s	1755	Unm	Unm
25s	1756	Unm	Unm
25s	1757	Unm	Unm
25s	1758	Unm	Unm
25s	1759	Unm	Unm
25s	1760	Unm	Unm
25s	1761	Unm	Unm
25s	1762	Unm	Unm
25s	1763	Unm	Unm
25s	1764	Unm	Unm
25s	1765	Unm	Unm
25s	1766	Unm	Unm
25s	1767	Unm	Unm
25s	1768	Unm	Unm
25s	1769	Unm	Unm
25s	1770	Unm	Unm
25s	1771	Unm	Unm
25s	1772	Unm	Unm
25s	1773	Unm	Unm
25s	1774	Unm	Unm
25s	1775	Unm	Unm
25s	1776	Unm	Unm
25s	1777	Unm	Unm
25s	1778	Unm	Unm
25s	1779	Unm	Unm
25s	1780	Unm	Unm
25s	1781	Unm	Unm
25s	1782	Unm	Unm
25s	1783	Unm	Unm
25s	1784	Unm	Unm
25s	1785	Unm	Unm
25s	1786	Unm	Unm
25s	1787	Unm	Unm
25s	1788	Unm	Unm
25s	1789	Unm	Unm
25s	1790	Unm	Unm
25s	1791	Unm	Unm
25s	1792	Unm	Unm
25s	1793	Unm	Unm
25s	1794	Unm	Unm
25s	1795	Unm	Unm
25s	1796	Unm	Unm
25s	1797	Unm	Unm
25s	1798	Unm	Unm
25s	1799	Unm	Unm
25s	1800	Unm	Unm
25s	1801	Unm	Unm
25s	1802	Unm	Unm
25s	1803	Unm	Unm
25s	1804	Unm	Unm
25s	1805	Unm	Unm
25s	1806	Unm	Unm
25s	1807	Unm	Unm
25s	1808	Unm	Unm
25s	1809	Unm	Unm
25s	1810	Unm	Unm
25s	1811	Unm	Unm
25s	1812	Unm	Unm
25s	1813	Unm	Unm
25s	1814	Unm	Unm
25s	1815	Unm	Unm
25s	1816	Unm	Unm
25s	1817	Unm	Unm
25s	1818	Unm	Unm
25s	1819	Unm	Unm
25s	1820	Unm	Unm
25s	1821	Unm	Unm
25s	1822	Unm	Unm
25s	1823	Unm	Unm
25s	1824	Unm	Unm
25s	1825	Unm	Unm
25s	1826	Unm	Unm
25s	1827	Unm	Unm
25s	1828	Unm	Unm
25s	1829	Unm	Unm
25s	1830	Unm	Unm
25s	1831	Unm	Unm
25s	1832	Unm	Unm
25s	1833	Unm	Unm
25s	1834	Unm	Unm
25s	1835	Unm	Unm
25s	1836	Unm	Unm
25s	1837	Unm	Unm
25s	1838	Unm	Unm
25s	1839	Unm	Unm
25s	1840	Unm	Unm
25s	1841	Unm	Unm
25s	1842	Unm	Unm
25s	1843	Unm	Unm
25s	1844	Unm	Unm
25s	1845	Unm	Unm
25s	1846	Unm	Unm
25s	1847	Unm	Unm
25s	1848	Unm	Unm
25s	1849	Unm	Unm
25s	1850	Unm	Unm
25s	1851	Unm	Unm
25s	1852	Unm	Unm
25s	1853	Unm	Unm
25s	1854	Unm	Unm
25s	1855	Unm	Unm
25s	1856	Unm	Unm
25s	1857	Unm	Unm
25s	1858	Unm	Unm
25s	1859	Unm	Unm
25s	1860	Unm	Unm
25s	1861	Unm	Unm
25s	1862	Unm	Unm
25s	1863	Unm	Unm
25s	1864	Unm	Unm
25s	1865	Unm	Unm
25s	1866	Unm	Unm
25s	1867	Unm	Unm
25s	1868	Unm	Unm
25s	1869	Unm	Unm
25s	1870	Unm	Unm
25s	1871	Unm	Unm
25s	1872	Unm	Unm
25s	1873	Unm	Unm
25s	1874	Unm	Unm
25s	1875	Unm	Unm
25s	1876	Unm	Unm
25s	1877	Unm	Unm
25s	1878	Unm	Unm
25s	1879	Unm	Unm
25s	1880	Unm	Unm
25s	1881	Unm	Unm
25s	1882	Unm	Unm
25s	1883	Unm	Unm
25s	1884	Unm	Unm
25s	1885	Unm	Unm
25s	1886	Unm	NA
25s	1887	Unm	NA
25s	1888	Um	Um
25s	1889	Unm	NA
25s	1890	Unm	NA
25s	1891	Unm	Unm
25s	1892	Unm	Unm
25s	1893	Unm	Unm
25s	1894	Unm	Unm
25s	1895	Unm	Unm
25s	1896	Unm	Unm
25s	1897	Unm	Unm
25s	1898	Unm	Unm
25s	1899	Unm	Unm
25s	1900	Unm	Unm
25s	1901	Unm	Unm
25s	1902	Unm	Unm
25s	1903	Unm	Unm
25s	1904	Unm	Unm
25s	1905	Unm	Unm
25s	1906	Unm	Unm
25s	1907	Unm	Unm
25s	1908	Unm	Unm
25s	1909	Unm	Unm
25s	1910	Unm	Unm
25s	1911	Unm	Unm
25s	1912	Unm	Unm
25s	1913	Unm	Unm
25s	1914	Unm	Unm
25s	1915	Unm	Unm
25s	1916	Unm	Unm
25s	1917	Unm	Unm
25s	1918	Unm	Unm
25s	1919	Unm	Unm
25s	1920	Unm	Unm
25s	1921	Unm	Unm
25s	1922	Unm	Unm
25s	1923	Unm	Unm
25s	1924	Unm	Unm
25s	1925	Unm	Unm
25s	1926	Unm	Unm
25s	1927	Unm	Unm
25s	1928	Unm	Unm
25s	1929	Unm	Unm
25s	1930	Unm	Unm
25s	1931	Unm	Unm
25s	1932	Unm	Unm
25s	1933	Unm	Unm
25s	1934	Unm	Unm
25s	1935	Unm	Unm
25s	1936	Unm	Unm
25s	1937	Unm	Unm
25s	1938	Unm	Unm
25s	1939	Unm	Unm
25s	1940	Unm	Unm
25s	1941	Unm	Unm
25s	1942	Unm	Unm
25s	1943	Unm	Unm
25s	1944	Unm	Unm
25s	1945	Unm	Unm
25s	1946	Unm	Unm
25s	1947	Unm	Unm
25s	1948	Unm	Unm
25s	1949	Unm	Unm
25s	1950	Unm	Unm
25s	1951	Unm	Unm
25s	1952	Unm	Unm
25s	1953	Unm	Unm
25s	1954	Unm	Unm
25s	1955	Unm	Unm
25s	1956	Unm	Unm
25s	1957	Unm	Unm
25s	1958	Unm	Unm
25s	1959	Unm	Unm
25s	1960	Unm	Unm
25s	1961	Unm	Unm
25s	1962	Unm	Unm
25s	1963	Unm	Unm
25s	1964	Unm	Unm
25s	1965	Unm	Unm
25s	1966	Unm	Unm
25s	1967	Unm	Unm
25s	1968	Unm	Unm
25s	1969	Unm	Unm
25s	1970	Unm	Unm
25s	1971	Unm	Unm
25s	1972	Unm	Unm
25s	1973	Unm	Unm
25s	1974	Unm	Unm
25s	1975	Unm	Unm
25s	1976	Unm	Unm
25s	1977	Unm	Unm
25s	1978	Unm	Unm
25s	1979	Unm	Unm
25s	1980	Unm	Unm
25s	1981	Unm	Unm
25s	1982	Unm	Unm
25s	1983	Unm	Unm
25s	1984	Unm	Unm
25s	1985	Unm	Unm
25s	1986	Unm	Unm
25s	1987	Unm	Unm
25s	1988	Unm	Unm
25s	1989	Unm	Unm
25s	1990	Unm	Unm
25s	1991	Unm	Unm
25s	1992	Unm	Unm
25s	1993	Unm	Unm
25s	1994	Unm	Unm
25s	1995	Unm	Unm
25s	1996	Unm	Unm
25s	1997	Unm	Unm
25s	1998	Unm	Unm
25s	1999	Unm	Unm
25s	2000	Unm	Unm
25s	2001	Unm	Unm
25s	2002	Unm	Unm
25s	2003	Unm	Unm
25s	2004	Unm	Unm
25s	2005	Unm	Unm
25s	2006	Unm	Unm
25s	2007	Unm	Unm
25s	2008	Unm	Unm
25s	2009	Unm	Unm
25s	2010	Unm	Unm
25s	2011	Unm	Unm
25s	2012	Unm	Unm
25s	2013	Unm	Unm
25s	2014	Unm	Unm
25s	2015	Unm	Unm
25s	2016	Unm	Unm
25s	2017	Unm	Unm
25s	2018	Unm	Unm
25s	2019	Unm	Unm
25s	2020	Unm	Unm
25s	2021	Unm	Unm
25s	2022	Unm	Unm
25s	2023	Unm	Unm
25s	2024	Unm	Unm
25s	2025	Unm	Unm
25s	2026	Unm	Unm
25s	2027	Unm	Unm
25s	2028	Unm	Unm
25s	2029	Unm	Unm
25s	2030	Unm	Unm
25s	2031	Unm	Unm
25s	2032	Unm	Unm
25s	2033	Unm	Unm
25s	2034	Unm	Unm
25s	2035	Unm	Unm
25s	2036	Unm	Unm
25s	2037	Unm	Unm
25s	2038	Unm	Unm
25s	2039	Unm	Unm
25s	2040	Unm	Unm
25s	2041	Unm	Unm
25s	2042	Unm	Unm
25s	2043	Unm	Unm
25s	2044	Unm	Unm
25s	2045	Unm	Unm
25s	2046	Unm	Unm
25s	2047	Unm	Unm
25s	2048	Unm	Unm
25s	2049	Unm	Unm
25s	2050	Unm	Unm
25s	2051	Unm	Unm
25s	2052	Unm	Unm
25s	2053	Unm	Unm
25s	2054	Unm	Unm
25s	2055	Unm	Unm
25s	2056	Unm	Unm
25s	2057	Unm	Unm
25s	2058	Unm	Unm
25s	2059	Unm	Unm
25s	2060	Unm	Unm
25s	2061	Unm	Unm
25s	2062	Unm	Unm
25s	2063	Unm	Unm
25s	2064	Unm	Unm
25s	2065	Unm	Unm
25s	2066	Unm	Unm
25s	2067	Unm	Unm
25s	2068	Unm	Unm
25s	2069	Unm	Unm
25s	2070	Unm	Unm
25s	2071	Unm	Unm
25s	2072	Unm	Unm
25s	2073	Unm	Unm
25s	2074	Unm	Unm
25s	2075	Unm	Unm
25s	2076	Unm	Unm
25s	2077	Unm	Unm
25s	2078	Unm	Unm
25s	2079	Unm	Unm
25s	2080	Unm	Unm
25s	2081	Unm	Unm
25s	2082	Unm	Unm
25s	2083	Unm	Unm
25s	2084	Unm	Unm
25s	2085	Unm	Unm
25s	2086	Unm	Unm
25s	2087	Unm	Unm
25s	2088	Unm	Unm
25s	2089	Unm	Unm
25s	2090	Unm	Unm
25s	2091	Unm	Unm
25s	2092	Unm	Unm
25s	2093	Unm	Unm
25s	2094	Unm	Unm
25s	2095	Unm	Unm
25s	2096	Unm	Unm
25s	2097	Unm	Unm
25s	2098	Unm	Unm
25s	2099	Unm	Unm
25s	2100	Unm	Unm
25s	2101	Unm	Unm
25s	2102	Unm	Unm
25s	2103	Unm	Unm
25s	2104	Unm	Unm
25s	2105	Unm	Unm
25s	2106	Unm	Unm
25s	2107	Unm	Unm
25s	2108	Unm	Unm
25s	2109	Unm	Unm
25s	2110	Unm	Unm
25s	2111	Unm	Unm
25s	2112	Unm	Unm
25s	2113	Unm	Unm
25s	2114	Unm	Unm
25s	2115	Unm	Unm
25s	2116	Unm	Unm
25s	2117	Unm	Unm
25s	2118	Unm	Unm
25s	2119	Unm	Unm
25s	2120	Unm	Unm
25s	2121	Unm	Unm
25s	2122	Unm	Unm
25s	2123	Unm	Unm
25s	2124	Unm	Unm
25s	2125	Unm	Unm
25s	2126	Unm	Unm
25s	2127	Unm	NA
25s	2128	Unm	NA
25s	2129	Y	Y
25s	2130	Unm	NA
25s	2131	Unm	NA
25s	2132	Unm	NA
25s	2133	Y	Y
25s	2134	Unm	NA
25s	2135	Unm	NA
25s	2136	Unm	Unm
25s	2137	Unm	Unm
25s	2138	Unm	Unm
25s	2139	Unm	Unm
25s	2140	Unm	NA
25s	2141	Unm	NA
25s	2142	m1A	m1A
25s	2143	Unm	NA
25s	2144	Unm	NA
25s	2145	Unm	Unm
25s	2146	Unm	Unm
25s	2147	Unm	Unm
25s	2148	Unm	Unm
25s	2149	Unm	Unm
25s	2150	Unm	Unm
25s	2151	Unm	Unm
25s	2152	Unm	Unm
25s	2153	Unm	Unm
25s	2154	Unm	Unm
25s	2155	Unm	Unm
25s	2156	Unm	Unm
25s	2157	Unm	Unm
25s	2158	Unm	Unm
25s	2159	Unm	Unm
25s	2160	Unm	Unm
25s	2161	Unm	Unm
25s	2162	Unm	Unm
25s	2163	Unm	Unm
25s	2164	Unm	Unm
25s	2165	Unm	Unm
25s	2166	Unm	Unm
25s	2167	Unm	Unm
25s	2168	Unm	Unm
25s	2169	Unm	Unm
25s	2170	Unm	Unm
25s	2171	Unm	Unm
25s	2172	Unm	Unm
25s	2173	Unm	Unm
25s	2174	Unm	Unm
25s	2175	Unm	Unm
25s	2176	Unm	Unm
25s	2177	Unm	Unm
25s	2178	Unm	Unm
25s	2179	Unm	Unm
25s	2180	Unm	Unm
25s	2181	Unm	Unm
25s	2182	Unm	Unm
25s	2183	Unm	Unm
25s	2184	Unm	Unm
25s	2185	Unm	Unm
25s	2186	Unm	Unm
25s	2187	Unm	Unm
25s	2188	Unm	Unm
25s	2189	Unm	NA
25s	2190	Unm	NA
25s	2191	Y	Y
25s	2192	Unm	NA
25s	2193	Unm	NA
25s	2194	Unm	Unm
25s	2195	Unm	NA
25s	2196	Unm	NA
25s	2197	Cm	Cm
25s	2198	Unm	NA
25s	2199	Unm	NA
25s	2200	Unm	Unm
25s	2201	Unm	Unm
25s	2202	Unm	Unm
25s	2203	Unm	Unm
25s	2204	Unm	Unm
25s	2205	Unm	Unm
25s	2206	Unm	Unm
25s	2207	Unm	Unm
25s	2208	Unm	Unm
25s	2209	Unm	Unm
25s	2210	Unm	Unm
25s	2211	Unm	Unm
25s	2212	Unm	Unm
25s	2213	Unm	Unm
25s	2214	Unm	Unm
25s	2215	Unm	Unm
25s	2216	Unm	Unm
25s	2217	Unm	Unm
25s	2218	Unm	NA
25s	2219	Unm	NA
25s	2220	Am	Am
25s	2221	Unm	NA
25s	2222	Unm	NA
25s	2223	Unm	Unm
25s	2224	Unm	Unm
25s	2225	Unm	Unm
25s	2226	Unm	Unm
25s	2227	Unm	Unm
25s	2228	Unm	Unm
25s	2229	Unm	Unm
25s	2230	Unm	Unm
25s	2231	Unm	Unm
25s	2232	Unm	Unm
25s	2233	Unm	Unm
25s	2234	Unm	Unm
25s	2235	Unm	Unm
25s	2236	Unm	Unm
25s	2237	Unm	Unm
25s	2238	Unm	Unm
25s	2239	Unm	Unm
25s	2240	Unm	Unm
25s	2241	Unm	Unm
25s	2242	Unm	Unm
25s	2243	Unm	Unm
25s	2244	Unm	Unm
25s	2245	Unm	Unm
25s	2246	Unm	Unm
25s	2247	Unm	Unm
25s	2248	Unm	Unm
25s	2249	Unm	Unm
25s	2250	Unm	Unm
25s	2251	Unm	Unm
25s	2252	Unm	Unm
25s	2253	Unm	Unm
25s	2254	Unm	NA
25s	2255	Unm	NA
25s	2256	Am	NA
25s	2257	Unm	NA
25s	2258	Y	NA
25s	2259	Unm	NA
25s	2260	Y	NA
25s	2261	Unm	NA
25s	2262	Unm	NA
25s	2263	Unm	NA
25s	2264	Y	NA
25s	2265	Unm	NA
25s	2266	Y	NA
25s	2267	Unm	NA
25s	2268	Unm	NA
25s	2269	Unm	Unm
25s	2270	Unm	Unm
25s	2271	Unm	Unm
25s	2272	Unm	Unm
25s	2273	Unm	Unm
25s	2274	Unm	Unm
25s	2275	Unm	Unm
25s	2276	Unm	NA
25s	2277	Unm	NA
25s	2278	m5C	m5C
25s	2279	Unm	NA
25s	2280	Am	Am
25s	2281	Am	Am
25s	2282	Unm	NA
25s	2283	Unm	Unm
25s	2284	Unm	Unm
25s	2285	Unm	Unm
25s	2286	Unm	NA
25s	2287	Unm	NA
25s	2288	Gm	Gm
25s	2289	Unm	NA
25s	2290	Unm	NA
25s	2291	Unm	Unm
25s	2292	Unm	Unm
25s	2293	Unm	Unm
25s	2294	Unm	Unm
25s	2295	Unm	Unm
25s	2296	Unm	Unm
25s	2297	Unm	Unm
25s	2298	Unm	Unm
25s	2299	Unm	Unm
25s	2300	Unm	Unm
25s	2301	Unm	Unm
25s	2302	Unm	Unm
25s	2303	Unm	Unm
25s	2304	Unm	Unm
25s	2305	Unm	Unm
25s	2306	Unm	Unm
25s	2307	Unm	Unm
25s	2308	Unm	Unm
25s	2309	Unm	Unm
25s	2310	Unm	Unm
25s	2311	Unm	Unm
25s	2312	Unm	NA
25s	2313	Unm	NA
25s	2314	Y	Y
25s	2315	Unm	NA
25s	2316	Unm	NA
25s	2317	Unm	Unm
25s	2318	Unm	Unm
25s	2319	Unm	Unm
25s	2320	Unm	Unm
25s	2321	Unm	Unm
25s	2322	Unm	Unm
25s	2323	Unm	Unm
25s	2324	Unm	Unm
25s	2325	Unm	Unm
25s	2326	Unm	Unm
25s	2327	Unm	Unm
25s	2328	Unm	Unm
25s	2329	Unm	Unm
25s	2330	Unm	Unm
25s	2331	Unm	Unm
25s	2332	Unm	Unm
25s	2333	Unm	Unm
25s	2334	Unm	Unm
25s	2335	Unm	NA
25s	2336	Unm	NA
25s	2337	Cm	Cm
25s	2338	Unm	NA
25s	2339	Unm	NA
25s	2340	Y	Y
25s	2341	Unm	NA
25s	2342	Unm	NA
25s	2343	Unm	Unm
25s	2344	Unm	Unm
25s	2345	Unm	NA
25s	2346	Unm	NA
25s	2347	Y	NA
25s	2348	Unm	NA
25s	2349	Y	NA
25s	2350	Unm	NA
25s	2351	Y	NA
25s	2352	Unm	NA
25s	2353	Unm	NA
25s	2354	Unm	Unm
25s	2355	Unm	Unm
25s	2356	Unm	Unm
25s	2357	Unm	Unm
25s	2358	Unm	Unm
25s	2359	Unm	Unm
25s	2360	Unm	Unm
25s	2361	Unm	Unm
25s	2362	Unm	Unm
25s	2363	Unm	Unm
25s	2364	Unm	Unm
